Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Davisville Village Apartments - Bachelor available at 111 Davisv,1790,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-13 15:05:45,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-bachelor-available-at-111-davisv/1669327539
Davisville Village Apartments - 2 Bdrm available at 111 Davisvil,2975,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-13 15:05:44,Apartment,2,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-2-bdrm-available-at-111-davisvil/1684053324
Davisville Village Apartments - 1 Bdrm available at 111 Davisvil,2200,"111 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-13 15:05:44,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-111-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-1-bdrm-available-at-111-davisvil/1681242987
MALE ONLY-FINCH&BATHURST-MONTH TO MONTH RENTAL-TTC SUBWAY,1150,"North York, ON M2R",2024-03-13 15:01:12,Apartment,Bachelor/Studio,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,Month-to-month,"March 14, 2024",No,350,Yes,No,Balcony,Outdoors only,"Laundry (In Building), Fridge / Freezer","Concierge, 24 Hour Security, Elevator in Building","Hello,",5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/male-only-finch-bathurst-month-to-month-rental-ttc-subway/1688103719
2 Bed 1 Bath Furnished Brand New Apt. Christie and Bloor,2900,"Toronto, ON M6G 1R3",2024-03-13 14:59:04,Duplex/Triplex,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,Month-to-month,"April 1, 2024",Limited,900,Yes,Yes,Yard,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,2 Bed 1 Bath Furnished Brand New Apt. Christie and Bloor,6 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1-bath-furnished-brand-new-apt-christie-and-bloor/1688103499
"Tower Hill East - 2 Bdrm available at 330 Spadina Road, Toronto",4130,"330 Spadina Road, Toronto, ON, M5R 2V9",2024-03-13 14:55:45,Apartment,2,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,"1,140",No,Yes,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Pool, Elevator in Building",1 Month Free Rent,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tower-hill-east-2-bdrm-available-at-330-spadina-road-toronto/1676802942
"Tower Hill East - 1 Bdrm available at 330 Spadina Road, Toronto",2905,"330 Spadina Road, Toronto, ON, M5R 2V9",2024-03-13 14:55:44,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,850,No,Yes,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Pool, Elevator in Building",1 Month Free Rent,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tower-hill-east-1-bdrm-available-at-330-spadina-road-toronto/1663969854
"2 bdrm large sunroom HOUSE Huge yard FREE Wifi, parking CURTAINS",2895,"Thornhill, ON L3T",2024-03-13 14:54:30,Apartment,2 + Den,1,"Hydro_No,Heat_Yes,Water_No",Internet,1,1 Year,"April 1, 2024",No,"1,200",No,Yes,Yard,No,Fridge / Freezer,"Bicycle Parking, Storage Space","Safe Yonge & Steeles. Large, CLEAN all main HOUSE with 50' x 50' yard.
***FREE WIfi, PARKING, ALL CURTAINS included***
WALK TO CENTERPOINT MALL, BUSES, RESTAURANTS, PARKS, SCHOOLS. CLOSE TO SUBWAY.
No pets. Ideal for up to 3 people.
$2,895 + hydro/water.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-large-sunroom-house-huge-yard-free-wifi-parking-curtains/1688103019
Dupont & Symington - One Bedroom Basement Apartment,1500,"Perth Avenue, Toronto, ON",2024-03-13 14:53:51,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",No,600,No,No,Not Included,No,,,"One Bedroom Basement Apartment.
Recently renovated
Approximately 600 sq. ft.
Three piece bathroom
Travertine flooring in the Kitchen and Bathroom. Laminate flooring in the Living Room and Bedroom.
Bedroom with built-in closet
Open concept kitchen. Stove, Fridge and Microwave included
Separate entrance from the back of the house.
Completely self contained unit.
All Utilities included.
Internet & Cable not included.
3 minutes to bus station. 10 minutes bus drive to Dundas West subway station
Parking on the street
Absolutely No Smoking
Absolutely No pets
Available April 01
Please text 416 998 9205",14 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/dupont-symington-one-bedroom-basement-apartment/1688102960
BATHURST/ST CLAIR ($850/MONTH) FEMALES ONLY,850,"York, ON M6C 3L7",2024-03-12 00:26:09,,,,,,,,,No,,Yes,,,,,,"Are you looking for a home close to a TTC bus stop?
Are you looking for student housing ?
Are you looking for a clean, quiet, and non-smoking home?",,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bathurst-st-clair-850-month-females-only/1687961376
"7,800 SF OF CHURCH/EVENT SPACE AVAILABLE  FOR LEASE",,"Weston Road, York, ON",2024-02-27 18:22:40,,,,,,,,,,"7,800",No,,,,,,"Great short term lease opportunity in a fantastic and well maintained building. Large open areas on the first floor include 2 washrooms, private office space, commercial style kitchen, seating and reception areas. Directly across the street from Weston GO/UP Station and conveniently located close to highways 400 & 401. Can accommodate a number of different uses.",215 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/7-800-sf-of-church-event-space-available-for-lease/1686632549
Davisville Village Apartments - Bachelor available at 33 Davisvi,1840,"33 Davisville Avenue, Toronto, ON, M4S 2Y9",2024-03-07 00:09:47,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Visit our Website: https://www.rpmsi.ca/property/davisville-village-apartments-33-davisville/,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/davisville-village-apartments-bachelor-available-at-33-davisvi/1665821579
149 St George - 1 Bedroom Apartment for Rent,2600,"149 St. George, Toronto, ON, M5R 2L9",2024-03-08 00:08:43,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Yes,644,No,No,Balcony,No,Laundry (In Building),Storage Space,Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/149-st-george-1-bedroom-apartment-for-rent/1684599534
A deal? Tech support for Furnished 1 bdrm bsmt apt,1750,"York, ON M6C 1J7",2024-03-06 23:21:18,Basement,1 + Den,1,"Hydro_Yes,Heat_Yes,Water_Yes",Cable / TVInternet,0,Month-to-month,"March 31, 2024",Limited,500,Yes,Yes,Balcony,No,"Laundry (In Unit), Fridge / Freezer",,All furnished and equipped sunny private basement apartment has everything for 1 or 2 adults. Newly renovated with new appliances. Everything included. Rent is negotiable in exchange for tech support by an English speaker for a senior. Please phone to make a deal! 416-871-9704.,409 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/a-deal-tech-support-for-furnished-1-bdrm-bsmt-apt/1687492377
Private office for 2 people,717,"4773-4789 Yonge Street, North York, ON, M2N 0G3",2024-02-22 16:05:34,,,,,,,,,,108,Yes,,,,,,"Get started right away with a ready-to-use office space 2 persons. Put Your Business on the Fast Track at the Hullmark Centre.Connect with clients throughout Toronto and across Canada with flexible, serviced office space at the Hullmark Centre. Internal access to Sheppard-Yonge subway station puts you within easy reach of 70 destinations across Canadas capital city, including Oriole Train Station, plus the neighboring city of Vaughan. Road links are also excellent. Highways 401 and 404 are both just minutes away, allowing you to access major business areas across the city and reach out to clients all over the country from Windsor in the west all the way to the Ontario-Quebec border in the east.A landmark building located in the popular Willowdale East neighborhood of Toronto, the Hullmark Centre offers a unique and very flexible working environment. Take as much space as you need from a single desk to an entire floor. Create your own private office or enjoy the flexibility of hot-desking in our social coworking areas. If you need a meeting room, you can book one in seconds with our easy-to-use app. Start the day with a workout at LA Fitness just 3 minutes walk away and end it with a meal at one of the nearby restaurants or a stroll around Willowdale Park. Make a home for your business with 108 sqft of private office space in ON, Toronto - Hullmark Center, ideal for 2 employees. Our small offices are fully serviced and have everything taken care of - from the furniture to the high-speed WiFi - so you can focus on driving your business forward. Find flexible office space for rent for as little as a day or stay for longer and personalise your space to suit the unique needs of your business.HQ Private Offices include:  Access to our global network with thousands of locations worldwide Highly trained reception and support team Secure, business-grade technology and WiFi Printers and access to admin support Cleaning, utilities, and security Desk space available by the hour, day, or month Regular networking and community events  Easy booking and account management via our app Customisable and flexible layouts Scale up or move locations to suit your needs High-quality ergonomic furniture Additional access to 538 sqft of shared workspace Pricing starts at 717All images shown in this listing belong to our locations but may not correspond to this specific centre.Enquire now.",,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-for-2-people/1683053036
May1st-Female Flatmates Wanted Near Subway Station,895,"Belgravia Ave, Toronto, ON M6E 2M6",2024-03-13 15:29:42,,,,,,,,,No,,Yes,,,,,,"Looking for a clean,respectful and good communication female housemate to occupy a furnished room in a shared detached house starting May 1st. The room has a separate entrance and is strictly for single occupancy. No couples, sharing,sleepover, pets, No smoking, or vaping allowed. Minimum 4 months.1 year lease preferred. The house has a transit score of 85/100 and is conveniently located near TTC and LRT stations, convenience stores, parks, and various amenities. The room which has 2 windows above ground is situated on the Lower level, offering a peaceful atmosphere with a backyard view and ample sunlight. It includes a twin size bed, desk, chair, closet, The bathroom and kitchen are shared with two other female professionals. Coin laundry is 7-9 minutes walk away from the house.Monthly Rent is $895 plus 25% of utility(roughly $50 -$90 per month depends on usage) and Unlimited High Speed Wifi. Parking is available if requested. Interested individuals should provide a brief introduction and contact information.",4 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/may1st-female-flatmates-wanted-near-subway-station/1688107413
Brand New Luxurious One Bedroom and Two Bedroom Condo For Rent,2390,"Toronto, ON M5B",2024-03-13 15:29:07,,,,,,,,,,,No,,,,,,Brand New Luxurious One Bedroom and Two Bedroom Condo For Rent,5 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/brand-new-luxurious-one-bedroom-and-two-bedroom-condo-for-rent/1688107360
Sharing room rent downtown for women 550$,550,"Toronto, ON M4X 1K5",2024-03-13 15:29:06,,,,,,,,,No,,No,,,,,,"1-Shared room available for rent for a women with another male person ,You have to pay 550$. bathroom and kitchen is shared . All the utilities are included wifi and hydro. Rooms are in a a High class residential building, in a calm area but still in downtown so you will be close to everything: shops, restaurants, Freshco, Loblaws, Domino's, Tim hortons,
TTC. Walking distance to sherbourne subway station.
Asian or African working women.
Call or text me 6477956050",4 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/sharing-room-rent-downtown-for-women-550/1688107356
"HUGE 50' x 50' yard. ALL main house. Prime, safe Yonge & Steeles",2895,"Thornhill, ON L3T",2024-03-13 15:28:58,House,2 + Den,1,"Hydro_No,Heat_Yes,Water_No",Internet,1,1 Year,"April 1, 2024",No,"1,200",No,Yes,Yard,No,Fridge / Freezer,,"**FREE WIFI, PARKING and ALL CURTAINS included*** CLEAN, LARGE house with HUGE solarium in bungalow.
WALK TO CENTERPOINT MALL, RESTAURANTS, PARKS, SCHOOLS, BUSES, CLOSE TO TTC.
Move in now for spring!
Ideal for up to 3 people. No pets.
$2895 + hydro/water.
Please send phone # to view.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/huge-50-x-50-yard-all-main-house-prime-safe-yonge-steeles/1688107344
1 Bedroom Basement for Rent,,"Shawford Crescent, Scarborough, ON",2024-03-13 15:28:46,,,,,,,,,No,,Yes,,,,,,"Fully furnished private 1-bedroom basement ideally suited for female tenant. The well-lit bedroom, recently made kitchen and washroom, laundry and high-speed internet. Close to all amenities like TTC bus stop, Cedarbrae Mall, Library, Groceries and Centennial College. For more details or viewings please call.",6 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-basement-for-rent/1688107327
2 bedroom 2 bathroom,3200,"150 Logan Ave, Торонто, M4M 1C5",2024-03-13 15:27:47,Condo,2,2,,Not Included,1,1 Year,"May 1, 2024",Yes,700,No,Yes,Not Included,No,,,"Hello everyone‍♀️
We're renting out our 2 bedroom 2 bathroom apartment in Downtown due to relocation.
Price is $3200 (includes parking and locker).
The area is really cool (and most importantly, very quiet for Toronto). You get the downtown vibe but in a peaceful setting. It's on Logan Street, surrounded by private houses, lots of cafes, restaurants, and great transportation options.
The balcony offers a view of the CN Tower and the entire city.
The building is brand new, we're the first occupants, everything is in perfect condition. Parking and locker are included in the price. There's a gym, coworking space, barbecue area, and outdoor relaxation zone.
Two bedrooms, one master bedroom (with ensuite bathroom), and the other separate from the bathroom. Can be used as a bedroom or office, whatever you prefer.
Landlords are great, quick to respond to any questions or requests, and hands-off if everything is okay
If you want to see the apartment, message me privately.
You'll need to pay the first and last month's rent. Of course, you need to be employed and provide at least two paystubs, a letter from your employer, and a credit score report.",3 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-bathroom/1688107215
Room for rent,650,"Kennedy Rd, Scarborough, ON, M1R2W6",2024-03-13 15:27:27,,,,,,,,,,,Yes,,,,,,"Bright room available for rent near Kennedy subway station.
Kitchenette only.
Shared bathroom.
Wifi high speed internet included.
Basic cable available.
Parking available.
Near shopping centre.
Requirements:
First and last months rent.
Picture ID.
Emergency contact.
One reference required
No credit check.
Serious inquiries only please call Martina 4377707335",7 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1688107182
